Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date.1,REACH Compliance.1,RoHS Compliance.1,Reference Notes
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000230,CAP-47u-0805-20%-X6S-4V,SPR001636,31,,,,,"C197,C310,C355,C1007,C1012,C1015,C1016,C1047,C1048,C1091,C1092,C1095,C1096,C1102,C1103,C1146,C1147,C1268,C1269,C1359,C1360,C1460,C1461,C1523,C1524,C1627,C1628,C1675,C1676,C1677,C1678",CAPC0805X06,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,False,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,AMK212BC6476MG-T,Active,T&R 3K,,Japan;China;Korea;Philippines;Malaysia,,,0.0182,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000244,Cap-22uF-0805-20%-X7R-10V,SPR002029,19,,,,,"C138,C185,C186,C198,C199,C312,C313,C314,C328,C329,C330,C331,C346,C361,C362,C365,C366,C382,C383",CAPC0805X06,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM21BZ71A226ME15L,Active,T/R 3K,Preferred,Japan,,,0.023,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000251-NCN,CAP-4u7-0603-10%-X6S-16V,MCO006888,5,,,,,"C212,C213,C298,C302,C937",C0603,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,False,DARFON,DARFON,,Approved,Yes by Product,C1608X6S475KETS,Active,T/R 4K,Preferred,Taiwan,,,0.0074,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C81C475KE11D,Active,T&R 4K,Preferred,Japan,,,0.0081,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL10X475KO8NRNC,Active,T&R 4K,Preferred,Korea,,,0.0059,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000252-NCN,CAP-22uF-0402-20%-X6S-4V,MCO006587,51,,,,,"C1052,C1053,C1127,C1132,C1133,C1144,C1165,C1166,C1168,C1169,C1182,C1188,C1189,C1194,C1212,C1218,C1243,C1245,C1248,C1261,C1270,C1285,C1296,C1300,C1320,C1325,C1329,C1332,C1343,C1351,C1368,C1370,C1374,C1387,C1393,C1412,C1490,C1491,C1492,C1493,C1494,C1495,C1496,C1500,C1586,C1603,C1616,C1922,C1927,C1940,C1945",C0402_W,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,False,DARFON,DARFON,,Approved,Yes by Product,C1005X6S226MBTS,Active,T/R 10K,Preferred,Taiwan,,,0.0036,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,KYOCERA,KYOCERA/AVX CORPORATION,,Approved,Yes by Product,CM05X6S226M04AH080,Active,T&R 10K,Preferred,,,,0.0035,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM158C80G226ME01D,Active,T&R 8K,Preferred,Japan,,,0.004,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000254-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0603MRX6S7BB106,Active,T&R 4k,Preferred,Taiwan,,,0.0098,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C81C106MA73D,Active,T&R 4k,Preferred,Japan,,,0.0091,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,DARFON,DARFON,,Approved,Yes by Product,C1608X6S106METS,Active,T/R 4K,Preferred,Taiwan,,,0.0074,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000272,CAP-2.2uF-0402-10%-X6S-25V,SPR002380,13,,,,,"C19,C43,C52,C210,C216,C807,C808,C813,C814,C819,C820,C821,C822",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 105°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155C81E225KE11D,Active,T&R 10K,Preferred,Japan,,,0.0031,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000309-NCN,Cap-10uF-0805-10%-X6S-25V,SPR002858,12,,,,,"C3,C4,C56,C57,C823,C824,C825,C826,C827,C828,C829,C830",CAPC0805X06,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM21BC81E106KE51L,Active,T&R 3K,,Japan,,,0.023,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL21X106KAYNNNE,Active,T&R 3K,,Korea,,,0.0164,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM21BC81E106KE51K,Active,T&R 10K,,Japan,,,0.023,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0805KKX6S8BB106,Active,T&R 3K,,Taiwan,,,0.035,,23.SVHC_235_14Jun2023,,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000313-NCN,CAP-22uF-0603-20%-X6S-10V,MCO007029,247,,,,,"C122,C134,C175,C215,C441,C442,C444,C445,C446,C447,C448,C449,C459,C460,C461,C462,C463,C464,C465,C466,C467,C468,C469,C470,C471,C472,C473,C474,C475,C476,C477,C478,C479,C480,C481,C482,C483,C484,C485,C486,C487,C488,C489,C490,C491,C492,C493,C494,C495,C496,C497,C498,C499,C500,C501,C502,C503,C504,C505,C506,C507,C508,C509,C510,C511,C512,C513,C514,C515,C516,C517,C518,C523,C524,C525,C526,C527,C528,C529,C530,C531,C532,C533,C534,C567,C569,C571,C573,C575,C577,C579,C581,C584,C586,C588,C590,C592,C594,C596,C598,C600,C602,C604,C606,C608,C610,C612,C613,C615,C616,C617,C618,C619,C620,C621,C622,C623,C624,C625,C626,C627,C628,C629,C630,C631,C632,C633,C634,C635,C636,C637,C638,C639,C640,C641,C642,C643,C644,C645,C646,C647,C648,C649,C650,C651,C652,C653,C654,C655,C656,C657,C658,C659,C660,C661,C662,C996,C1029,C1030,C1682,C1683,C1684,C1685,C1690,C1691,C1692,C1693,C1694,C1695,C1696,C1697,C1698,C1699,C1700,C1701,C1727,C1729,C1731,C1733,C1735,C1737,C1739,C1741,C1743,C1745,C1747,C1749,C1751,C1753,C1755,C1757,C1759,C1761,C1764,C1766,C1768,C1770,C1771,C1773,C1774,C1775,C1776,C1777,C1778,C1779,C1780,C1781,C1782,C1783,C1784,C1785,C1786,C1787,C1788,C1789,C1790,C1791,C1792,C1793,C1794,C1795,C1796,C1797,C1798,C1799,C1800,C1801,C1802,C1803,C1804,C1805,C1806,C1807,C1808,C1809,C1810,C1811,C1812,C1813,C1814,C1815,C1816,C1817,C1818,C1819,C1820,C1821",C0603,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C81A226ME01D,Active,T&R 4K,,Japan,,,0.0091,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C81A226ME01J,Active,T&R 10K,,Japan,,,0.0,,,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECE000032-NCN,"CAP, AL POLYMER HYB, 220uF, 20%, 50V, 13mOhm, TH",MCO007405,19,,,,,"C41,C42,C47,C48,C55,C58,C59,C60,C61,C63,C86,C97,C102,C147,C148,C149,C150,C378,C381",CAPPR500W80D1000H1670,,,Issue,TH,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,Rubycon,Rubycon Corporation,,Approved,Yes by Product,50PZJ220M10X15,Active,Bulk 1K,,,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,EEH-AZS1H221B,Active,REEL 500,,Japan,,,0.0,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ECP000024,CAP-AL-POLYMER-470uF-20%-2.5V-3mOHM-7343-10.2A,MCO006135,23,,,,,"C283,C284,C285,C286,C304,C305,C306,C307,C393,C394,C1006,C1013,C1014,C1045,C1046,C1318,C1319,C1485,C1486,C1629,C1630,C1679,C1680",CAPAE730X430X200,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,Y,,-55°C to 105°C,False,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,EEFGX0E471R,Active,T/R 3.5K,Preferred,Japan,,,0.1553,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ED#0402GRNT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ED#0402YLWT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SUN-LED,SunLED Company Limited,,Approved,Yes by Product,ZMYK68W-2,Active,T&R 2K,Preferred,,,,0.00056,,17.SVHC_209_25Jun20,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ED#0603PGB1010-NCN,DIO-8KV-0603-ESD-SUP,MCO004601,1,,,,,D7,ESD0603,,,Issue,SMT,Production,Semiconductor,,,,No,,,,,,-65°C to 125°C,False,LITTELFUSE,Littelfuse circuit protection,.,Approved,Yes by Product,PGB1010603WR,Inactive,T&R 3K,Inactive,Philippines,,,0.001028,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LITTELFUSE,Littelfuse circuit protection,,Approved,Yes by Product,PGB1010603MR,Active,T&R 1K,Preferred,Philippines,,,0.001033,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ED#PRTR5V0U2X-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB#0805261T-NCN,CMC-260R-0805-0A3-0R4,MCO005567,1,,,,,L1,INDP220X140X140,,,Issue,SMT,Production,Magnetic,,,,No,,‎1 – Unlimited,,,,0°C to 70°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,SRF2012-261YA,Active,T&R 2K,Preferred,Taiwan,,,0.0129,,17.SVHC_209_25Jun20,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,DLW21SN261SQ2L,Active,T&R 2K,Preferred,Japan,,,0.0114,,17.SVHC_209_25Jun20,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB#1608600R-NCN,FEB - 600R - 0603 - 0A5 - 0R35 - 0.8mm,MCO005559,3,,,,,"FB5,FB6,FB67",l0603,,,Issue,SMT,Production,Magnetic,,,RoHS2,No,,‎1 – Unlimited,,,3044-0001,-55°C to 125°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM18EG601SN1D,Active,T&R 4K,,Japan,,,0.002013,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM18EG601SN1J,Active,T&R 10K,,Japan,,,0.002013,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB#BLM18PG121,Ferrite Bead - 0603 - 120R - 2A - 0R05,MCO005563,1,,,,,FB13,l0603,,,Issue,SMT,Production,Magnetic,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM18PG121SN1D,Active,T/R 4K,Preferred,Japan,,,0.00463,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB#MPZ1608S221AT-NCN,FEB - 220R - 0603 - 2A - 0R05,MCO006545,2,,,,,"FB2,FB3",l0603,,,Issue,SMT,Production,Magnetic,,,RoHS2,No,,‎1 – Unlimited,,NO,3044-0004,-55°C to 125°C,False,LAIRD,"Laird Technologies, Inc",,Approved,Yes by Product,MI0603L221R-10,Active,T&R,Preferred,,,,0.004,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,CHILISIN,CHILISIN ELECRONICS CORP,,Approved,Yes by Product,BBUP00160808221Y00,Active,T/R 4K,,,,,0.0,,20.SVHC_223_17Jan2022,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM18EG221SN1D,Inactive,T&R,Inactive,Japan,,,0.00463,,13. SVHC_191_27Jun2018,RoHS3 Compliant,
1,TRUE,TRUE,TRUE,FALSE,,0,EFB000001,Ferrite Bead - 0603 - 220R - 2A5 - 0R04,SPR000022,96,,,,,"FB19,FB20,FB21,FB22,FB23,FB24,FB25,FB26,FB27,FB28,FB29,FB30,FB31,FB32,FB33,FB34,FB35,FB36,FB37,FB38,FB39,FB40,FB41,FB42,FB43,FB44,FB45,FB46,FB47,FB48,FB49,FB50,FB51,FB52,FB53,FB54,FB55,FB56,FB57,FB58,FB59,FB60,FB61,FB62,FB63,FB64,FB65,FB66,FB72,FB73,FB74,FB75,FB76,FB77,FB78,FB79,FB80,FB81,FB82,FB83,FB84,FB85,FB86,FB87,FB88,FB89,FB90,FB91,FB92,FB93,FB94,FB95,FB96,FB97,FB98,FB99,FB100,FB101,FB102,FB103,FB104,FB105,FB106,FB107,FB108,FB109,FB110,FB111,FB112,FB113,FB114,FB115,FB116,FB117,FB118,FB119",l0603,,,Issue,SMT,Pilot,Magnetic,,,,No,,‎1 – Unlimited,,Y,,-55°C to 125°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM18SG221TN1D,Active,10k Tape and reel,,Japan,,,0.0039,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB000018,Ferrite Bead - 1206 - 160R - 6A,SPR000990,1,,,,,FB9,FB1206,,,Issue,SMT,Pilot,Magnetic,,,,No,,‎1 – Unlimited,,,3052-0006,-40°C to 125°C,False,LAIRD,"Laird Technologies, Inc",,Approved,Yes by Product,HI1206T161R-10,Active,T&R,,,,,0.028,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB000025,Ferrite Bead - 0402 - 600R - 0A3,SPR001213,5,,,,,"FB7,FB68,FB69,FB70,FB71",FB0402,,,Issue,SMT,Pilot,Magnetic,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM15AG601SN1D,Active,T&R 10K,,Japan,,,0.00121,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB000050-NCN,Ferrite Bead - 0603 - 600R - 2A - 0R1,MCO006785,6,,,,,"FB10,FB11,FB12,FB14,FB17,FB18",L0603,,,Issue,SMT,Pilot,Magnetic,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,CHILISIN,CHILISIN ELECRONICS CORP,,Approved,Yes by Product,BBHV00160808601Y00,Active,T&R 4k,Preferred,,,,0.004,,22.SVHC_233_17Jan2023,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,CHILISIN,CHILISIN ELECRONICS CORP,,Approved,Yes by Product,BBHVGJ160808601Y00,Active,T&R 4k,Preferred,,,,0.00576,,,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB000054-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,ILHB0805ER601V,Active,T&R 4k,Preferred,Mexico,,,0.0055,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB000058,Ferrite Bead-1206-120R-6A-9mR,SPR003344,1,,,,,FB16,l1206,,,Issue,SMT,Pilot,Magnetic,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM31KN121SN1L,Active,T&R  2.5K,,Japan,,,0.0,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB000059,Ferrite Bead - 0603 - 1K8 - 0A2 - 0R8,SPR003474,1,,,,,FB1,L0603,,,Issue,SMT,Pilot,Magnetic,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,TDK,TDK Corporation Ltd,,Approved,Yes by Product,MMZ1608A182BTA00,Active,T&R 4K,,China,,,0.0058,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFU000020,"Fuse, Fast acting, 6A, 24V, 0603",SPR003315,1,,,,,F1,FUSM158X83X61,,,Issue,SMT,Pilot,Power-Supply / Battery / Fuse,,,,No,,‎1 – Unlimited,,,,-55°C to 150°C,False,LITTELFUSE,Littelfuse circuit protection,,Approved,Yes by Product,0438006.WRGT,Active,T&R  3K,,Philippines,,,0.0,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EIC#74LVC125-NCN,"QUAD BUFFER LINE DRIVER,TSSOP-14.",MCO006236,1,,,,,U52,TSSOP65P640X120-14,,,Issue,SMT,Production,Integrated Circuit,,,,No,,‎1 – Unlimited,,NO,,,False,FAIRCHILD,FAIRCHILDSEMI,,Disqualified,Unknown,74LCX125MTCX,Inactive,,Inactive,Philippines,,,0.054823,15/06/2015 00:00:00 IDT,08. SVHC_168_17Dec 2015,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ON_SEMI,ON SEMICONDUCTOR,,Approved,Not Conflict Free,74LCX125MTCX,Active,,,Philippines,,,0.054823,15/06/2015 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ON_SEMI,ON SEMICONDUCTOR,,Approved,Not Conflict Free,MC74LCX125DTR2G,Active,2.5K Reel,Preferred,Philippines,,,0.04524,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EIC#AT24C1024BN-NCN,"Two Wire Serial Eeprom,1M,1.8V,Soic-8pin,0.150m",MCO006040,1,,,,,U4,SOIC127P620X175-8,,,Issue,SMT,Production,Integrated Circuit,,,,No,,,,,,-40°C to 85°C,False,MICROCHIP,Microchip Technology Inc,,Approved,Not Conflict Free,AT24CM01-SSHM-B,Active,Tube 60,Preferred,,,,0.078,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MICROCHIP,Microchip Technology Inc,,Approved,Not Conflict Free,AT24CM01-SSHM-T,Active,4000pcs Tape,Preferred,,,,0.078,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ATMEL,Atmel Corporation,,Approved,Yes by Product,AT24CM01-SSHM-B,EOL,TUBE,Preferred,,,,0.078,,12. SVHC_181_15Jan2018,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ATMEL,Atmel Corporation,..,Approved,Yes by Product,AT24CM01-SSHM-T,EOL,4000pcs Tape,Preferred,,,,0.078,,12. SVHC_181_15Jan2018,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ATMEL,Atmel Corporation,,Approved,Yes by Product,AT24C1024BN-SH-T,Inactive,T&R,Preferred,,,,0.540011,,08. SVHC_168_17Dec 2015,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ATMEL,Atmel Corporation,.,Approved,Yes by Product,AT24C1024BN-SH-B,Inactive,TUBE,Preferred,,,,0.540011,,08. SVHC_168_17Dec 2015,RoHS2,
1,TRUE,TRUE,FALSE,FALSE,,0,EIC#ICS8533,"1-TO-4 Diff. 3.3v LVPECL Fanout Buffer,tssop-20p",000000        MCO004793,1,,,,,U34,TSSOP065P660X120-20,,,Issue,SMT,Production,Integrated Circuit,,,,No,,‎1 – Unlimited,,Y,,,False,Renesas,Renesas Electronics,,Approved,Not Conflict Free,8533AG-01LFT,Active,T&R 3K,Preferred,,,,0.064,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EIC#MAX811TEUS-NCN,"uP 3.08V Supervisor manual reset, 4 pin sot143",MCO003071,1,,,,,U55,SOT143192P264X122-4,,,Issue,SMT,Production,Integrated Circuit,,,,No,,‎1 – Unlimited,,,,,False,MAXIM,Maxim Integrated Products,,Approved,Yes by Product,MAX811TEUS+,Active,,,,,,0.01039,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MAXIM,Maxim Integrated Products,,Approved,Yes by Product,MAX811TEUS+T,Active,T&R 2.5K,Preferred,,,,0.01039,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EIC#MC74VHC1G00DFT1G-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EIC#NC7SZ04P5-NCN,IC Single Inverter-SC70-5-UHS -55 − 125C,MCO007222,2,,,,,"U56,U57",SC70065P240X110-5,,,Issue,SMT,Production,Integrated Circuit,,,,No,,‎1 – Unlimited,,,,,False,FAIRCHILD,FAIRCHILDSEMI,,Disqualified,Unknown,NC7SZ04P5X,Inactive,,Inactive,,,,0.005832,,08. SVHC_168_17Dec 2015,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ON_SEMI,ON SEMICONDUCTOR,,Approved,Not Conflict Free,NC7SZ04P5X-L22057,Active,T&R 3k,,,,,0.006,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ON_SEMI,ON SEMICONDUCTOR,,Approved,Not Conflict Free,NC7SZ04P5X,Active,T&R 3k,,,,,0.0062,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ON_SEMI,ON SEMICONDUCTOR,,Approved,Not Conflict Free,NL17SZ04DFT2G-L22038,Active,T&R 3k,Preferred,,,,0.0062,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ON_SEMI,ON SEMICONDUCTOR,,Approved,Not Conflict Free,NL17SZ04DFT2G,Active,T&R 3k,,,,,0.0062,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
