Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date,REACH Compliance,RoHS Compliance,Reference Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0402KRX7R9BB104,Active,T&R 10K,Preferred,Taiwan,,,0.0014,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71H104KE14D,Active,T&R 10K,Preferred,Japan,,,0.0016,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EC#0402152KXT,CAP-1n5-0402-10%-X7R-50V,MCO006580,2,,,,,"C174,C297",C0402,,,Issue,SMT,Production,Capacitor,,,RoHS2,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL05B152KB5NNNC,Active,T&R,Preferred,Korea,,,0.00155,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ECJ-0EB1H152K,Inactive,,,China;Germany,24/12/2009,30/09/2010,0.0008,,07. SVHC_163_15Jun 2015,,OBS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402B152K500CT,Active,T&R 10K,Preferred,China,,,0.00134,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,HITANO,HITANO ENTERPRISE CORP,,Approved,Yes by Manuf.,0402B152K500NU,Active,,Preferred,Taiwan,,,0.00134,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005X7R152KGTS,Active,T&R 10K,Preferred,Taiwan,,,0.00142,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71H152KA01D,Active,,Preferred,Japan,,,0.0016,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,AVX,AVX Corporation,,Approved,Yes by Product,04025C152KAT2A,Active,T&R,Preferred,China;Taiwan,,,0.0014,,17.SVHC_209_25Jun20,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EC#0402180NT,CAP-18p-0402-5%-NPO-50V,MCO006589,2,,,,,"C281,C299",C0402,,,Issue,SMT,Production,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL05C180JB5NNNC,Active,T&R 10K,Preferred,Korea,,,0.001181,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM1555C1H180JZ01,Inactive,T&R 10K,Inactive,Japan,,,0,,15. SVHC_201_21Jul19,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ECJ-0EC1H180J,Inactive,T&R 10K,Inactive,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,0402CG180J500NT,Active,T&R 10K,Preferred,China,,,0.001,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005NPO180JGTS,Active,T/R 10K,Preferred,Taiwan,,,0.00132,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,C0402C0G500-180JNP,Active,T&R 10K,Preferred,Taiwan,,,0.001216,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402N180J500CT,Active,T&R 10K,Preferred,China,,,0.001216,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,AVX,AVX Corporation,,Approved,Yes by Product,04025A180JAT2A,Active,T&R 10K,Preferred,China;Taiwan,,,0.001,,17.SVHC_209_25Jun20,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EC#0402473X725V,CAP-47n-0402-10%-X7R-25V,MCO006893,1,,,,,C372,C0402,,,Issue,SMT,Production,Capacitor,,,,No,,‎1 – Unlimited,,,2221-0022,-55°C to 125°C,FALSE,KEMET,Kemet Corporation,,Approved,Yes by Product,C0402C473K3RAC7411,Active,T&R 50K (13''),,Taiwan,,,0.00143,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KEMET,Kemet Corporation,,Approved,Yes by Product,C0402C473K3RACTU,Active,T&R 10K,,Taiwan,,,0.00143,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402B473K250CT,Active,T&R 10K,Preferred,China,,,0.00134,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,TMK105B7473KV-F,EOL,T&R 10K,Inactive,Japan;China;Philippines;Malaysia,,,0.00142,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,MSAST105SB7473KFNA01,Active,T&R 10K,Preferred,Japan;China;Philippines;Malaysia,,,0.00142,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,C1005X7R1E473K050BC,Active,T&R 10K,Preferred,China,,,0.00125,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005X7R473KFTS,Active,T&R 10K,Preferred,Taiwan,,,0.00065,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71E473KA88D,Active,T&R 10K,Preferred,Japan,,,0.0016,07/07/2017 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,C0402X7R250-473KNP,Active,T&R 10K,,Taiwan,,,0.00134,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000027,CAP-220N-0402-10%-X5R-50V,MCO006893,12,,,,,"C77,C78,C79,C80,C87,C88,C89,C90,C91,C135,C387,C388",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,Y,,-55°C to 85°C,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0402KRX5R9BB224,Active,"10K / 7"" reel",Alternate,Taiwan,,,0,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402X224K500CT,Active,T&R 10K,Preferred,China,,,0.00134,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,UMK105BJ224KV-F,EOL,T&R 10K,Inactive,Japan;China;Philippines;Malaysia,,,0.00142,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,MSASU105SB5224MFNA01,Active,T&R 10K,Preferred,Japan;China;Philippines;Malaysia,,,0.00142,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000036,CAP-330u-1210-20%-X6S-2.5V,MCO006079,34,,,,,"C373,C374,C419,C420,C423,C424,C892,C893,C894,C895,C896,C897,C898,C899,C900,C901,C904,C905,C906,C907,C908,C909,C910,C911,C918,C919,C920,C921,C922,C923,C924,C925,C1148,C1149",CAPC1210X11,,,Issue,SMT,Pilot,Capacitor,,,RoHS2,No,,‎1 – Unlimited,,,,-55°C to 105°C,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,PMK325AC6337MM-T,Active,,Preferred,Japan;China;Korea;Philippines;Malaysia,,,0.131,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM32EC80E337ME05K,Active,T&R 4K,Preferred,Japan,,,0.11,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM32EC80E337ME05L,Active,T&R 1K,Preferred,Japan,,,0.11,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000066,CAP-220n-0402-10%-X7R-16V,MCO007406,18,,,,,"C11,C12,C13,C14,C15,C16,C17,C18,C430,C431,C443,C450,C451,C454,C457,C458,C1009,C1010",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL05B224KO5NNNC,Active,T&R 10K,,Korea,,,0.00155,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71C224KA12D,Active,T&R 10K,,Japan,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005X7R224KETS,Active,T/R 10K,Preferred,Taiwan,,,0.3,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402B224K160CT,Active,T&R 10K,,China,,,0.00134,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GCM155R71C224KE02D,Active,T&R 10K,,Japan,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,C1005X7R1C224K050BE,Active,T&R 10K,,China,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,CGA2B2X7R1C224K050BA,Active,T&R 10K,,China,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,0402B224K160NT,Active,T&R 10K,Preferred,China,,,0.001,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,C0402X7R160-224KNP,Active,T&R 10K,,Taiwan,,,0.00134,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000067,CAP-330pF-0402-10%-X7R-50V,MCO005020,1,,,,,C927,C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402B331K500CT,Active,T&R 10K,,China,,,0.00134,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71H331KA01D,Active,Tape and Reel,,Japan,,,0.0016,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL05C331JB5NNNC,Active,T&R 10K,Preferred,Korea,,,0.001182,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0402KRNPO9BN331,Active,"10K / 7"" reel",Alternate,Taiwan,,,0,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000082,CAP-1n-0402-5%-NPO-50V,MCO006589,5,,,,,"C145,C151,C835,C1018,C1019",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,KEMET,Kemet Corporation,,Approved,Yes by Product,C0402C102J5GACTU‎‏,Active,T&R  10K,Preferred,Taiwan,,,0.00143,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM1555C1H102JA01D,Active,T&R 10K,Preferred,Japan,,,0.0016,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,C1005C0G1H102J050BA‎‏,Active,,Preferred,China,,,0.00125,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0402JRNPO9BN102,Active,"10K / 7"" reel",Preferred,Taiwan,,,0,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005NPO102JGTS,Active,T/R 10K,Preferred,Taiwan,,,0.00132,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402N102J500CT,Active,T&R 10K,Preferred,China,,,0.001216,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL05C102JB5NNNC,Active,T&R 10K,Preferred,Korea,,,0.001182,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000096,CAP-68n-0402-10%-X7R-50V,MCO006580,2,,,,,"C427,C429",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402X683K500CT,Active,T&R 10K,Preferred,China,,,0,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0402KRX7R9BB683,Active,T&R 10K,Preferred,Taiwan,,,0,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,AVX,AVX Corporation,,Approved,Yes by Product,04025C683KAT2A,Active,T&R 10K,Preferred,China;Taiwan,,,0,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71H683KE14D,Active,T&R 10K,Preferred,Japan,,,0.0016,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005X7R683KGTS,Active,T&R 10K,Preferred,Taiwan,,,0.00142,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,CGA2B3X7R1H683K050BB,Active,T&R 10K,Preferred,China,,,0.00179,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000102,CAP-47uF-1206-10%-X7R-25V,SPR003397,13,,,,,"C62,C140,C141,C142,C143,C395,C396,C397,C398,C399,C400,C401,C402",CAPC1206X07,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,"Do not use this part, please check ECC000163 or ECC000234.",-55°C to 85°C,FALSE,CAPAX,CAPAX,,Approved,Yes by Manuf.,1206X476K250SNT,Active,T&R  4K,,,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000108,CAP-22nF-0402-10%-X7R-16V,MCO006580,2,,,,,"C914,C928",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,2221-0005,-55°C to 125°C,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0402KRX7R9BB223,Active,10K Reel,,Taiwan,,,0.0014,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ECJ-0EB1C223K,Inactive,,Inactive,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,0402B223K160NT,EOL,T&R 10K,Inactive,China,,,0.001,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71C223KA01J,Active,50K / Reel,,China,,,0.0016,07/07/2017 00:00:00 IDT,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005X7R223KETS,Active,T/R 10K,Preferred,Taiwan,,,0.3,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KEMET,Kemet Corporation,,Approved,Yes by Product,C0402C223K3RACTU,Active,T&R 10K,,Taiwan,,,0.00143,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,AVX,AVX Corporation,,Approved,Yes by Product,0402YC223KAT2A,Active,T&R 10K,,China;Taiwan,,,0.001,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71C223KA01D,Active,10K / Reel,,Japan,,,0.0016,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0402B223K160CT,Active,T&R 10K,,China,,,0.00134,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000111,CAP-6n8-0402-10%-X7R-25V,MCO006654,2,,,,,"C152,C156",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,2221-0008,-55°C to 125°C,FALSE,KEMET,Kemet Corporation,,Approved,Yes by Product,C0402C682K5RACAUTO,Active,T&R 10K,,Taiwan,,,0.00143,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ECJ-OEB1E682K,Inactive,T&R,Inactive,,,,0.0008,12/01/2017 00:00:00 IST,12. SVHC_181_15Jan2018,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,AVX,AVX Corporation,,Approved,Yes by Product,04023C682KAT2A,Active,T&R 10K,,China;Taiwan,,,0.0014,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155R71E682KA01D,Active,T&R 10K,,Japan,,,0.0016,15/01/2018 00:00:00 IST,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005X7R682KFTS,Active,T&R 10K,Preferred,Taiwan,,,0.00065,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL05B682KB5NNNC,Active,T&R 10K,,Korea,,,0.00155,15/01/2018 00:00:00 IST,22.SVHC_233_17Jan2023,RoHS3 Compliant,
